Total oos: 16794
Total Jupiter OOs 14057

owner,oo,amount
6DvobcJZYhymrCFkafAuGgcXXGdzEjuQ3ZLEG59UhDHW,2SkBgkZ7QxPJFWGq7xxEAyZkP8Z9vri4b8ERHzm2j7de,'2702702702.7027'
EjeFSJ2ZcajNUG6ckN3M4orQw9CXpQq6TwnesaghJB5C,GUHPPPETHzHurz5tPFVx8k49CcuWGEFQQqvWh9qaJQbc,'2702702702.7027'
J677mhwmRmCmQzm8y6oxzpuAvoWnKu1SPRh16XFKDM3i,3sfvWCHYe1UrzANtpUrh5kKEyd7AKVKDKSD34G5UDvps,'2702702702.7027'
CM2EDkES42i4b7dukEPmn5hjYiLqQWcJH2cXCuUtckf9,x2jBFvKPZc97f35qeqPJUusxyNCLQU9TmyReJXByf6L,'2702702702.7027'
ZojB5FizdoDWJvg2JBtDymLP1efvTxTC1HYyYUtceay,7bPnYx4HWbp8LSwNUoiEug5wtKQc5rnJi3p7Bg6gNA2f,'2702702702.7027'
DF29YoUss6ZKXxPR4FQKHgmhqoaCAREeP4ekf5JYBrow,4sQeFuUxVtxARhhJh9QxsbP5HuxmsfvGVrZK1g1ehnb6,'2702702702.7027'
J2GfuvNejod4arfVCBcghMWEpAwnX446J9JG5YiTjxm3,AevGSGArjDsMRgUTwXfLhoybNxnPmDvuycwizpHZ3snk,'2702702702.7027'
7efo6h6YSFud8d6jzoVCYzv3v2WPngPqCfegoYkAiF9W,AUHcLfkdSDmYp1kFr4YB6oyVxhG3pjT3NCnTK7TryoNK,'2702702702.7027'
7yJnjXqNzContB3fow91MTjWFc2P3dAnB8eNMsKqXk6m,5E93G6DuRcdX4UzVcgXcWRPmacpyZSqX5v7RmfbjDUxw,'2702702702.7027'
GiMmZvZbNuKbogB3RC8nq4Nx1xeVDDnegwpqoBgnQAr3,EZYMMpHHoJHu3hnmk3UzMoea39CAR91sYgakXJefGsm2,'2702702702.7027'
6vPi4cRQRYg4w4MKAxxvCyHe13LPtHuNXJnUWtgnCWQA,63M2oaVkzqbNELCwV2duNr73sQaKTiajK2bWhZRNWYaf,'2702702702.7027'
GvgMVDUPQE1pnTvrcBNGcMsCHpdmjjsy7X6udBWmG2Nu,Ga8EB23voRBwkYN28t9jcrCbo2h15YGXDosr1RBxa4wr,'2702702702.7027'
8wXThEy9GwKAndZWaGeCvzQEh3W6EeLE9Td1wET8VbSY,HY8s1SzdJHBWU9zRwk395kKmE7gyqK46ra1Snyv7nPwo,'2702702702.7027'
Ai4gmvg4qqTJR3YNdaLg3nz4e7DqPtHMp2VLDVphCBSc,BQXx4Vwr8UyTgkCtwG8N1ntxUbTpM6YKKnrPwUsE3Z24,'2702702702.7027'
2vzvfChDJkZVbbGRAzBzdbSmppKRD6NrLanUsdVyAwpY,9z6AbpXqGWPWtQczuSKq5TGF4htJJbQxvMMdm1uHK3PV,'2702702702.7027'
F2z6NTufZk8oYpWT84detv7kt41VgGKTnjMbS3o9CnF9,Ciff2CAfUgJZ8yKNDUhV2nCJSNhrant9Kn49zXGjq68y,'2702702702.7027'
HwTMjWYkhiZc2iJT2FGyQYkWS6mpS53yuUxjjEYokm6Y,De4zjtBdfkPzJ2oWsjbMD5BhhrB5F1aekM44PnYSdiQo,'2702702702.7027'
7YuMp7pA6ageaaoeRE5Ez86efJVv6TpHrRFSAbq65eAP,23iq1Gx25p8fXu3FvjTJM2apHTLMfUUteBvXLqHJvNN3,'2702702702.7027'
Abn3rGCZZbwxX3yGG1i72gmJsK7ua2RKc7FFkvwpRjew,AJF9FJqrHK9b7p9sMvjhd9p2PTp5jMo3DHotbJRRMGAd,'2702702702.7027'
9zpFpGSTNHX7VgPsAfCDT2oJSSKB5kAojxJmdETaTnqR,EPYrCJ8K5TUwQFd7Rp3w3CcwQkLCbqchPack3pE8SN1v,'2702702702.7027'
217kTuDQP7ioLKNvdMkE2GJbHikDjXivTNG6TKWecMBm,8baS3kcFAtCuGwhKxsw7br6wzuCbweAasAYjeVm1vXb8,'2702702702.7027'
9Uktk6U2fMcatufrJPEMGwBmgo5xU9SJg8pD3DhqxbUP,Eq5JcoUtmMsMPnyrEyXkj7HXj4NyTjwWtfeWJv9pGTzm,'2702702702.7027'
8tajVcnt7K2aodazHPqUPWRQjn1PzpyyyotDJnnB978a,AZsnHQSHFtyWFNnaGUcspjKF9HX3yrQTd6UfoB6pXPGt,'2702702702.7027'
EohVMghAjscdQxRvTdWC1XgmuEspcx1evU9g2dBxSqdN,8BbPuLJ74vFjpNbvZyUZCNDnhZoPWeZUCnaoZfmPnvwp,'2702702702.7027'
BU8XpHexE7vJsmNXTkXL3fwmhzkirTwXo9uXbVu7Sni,4cU83eSVRP5ksdskvGddQMukMcHAozjv9MzmTg1PnGaC,'2702702702.7027'
s3EheJd1qc7r7mTMLuRVEGKdpcvbuzJABuEv9Jo366h,EBfJP69MMGwLUtDYn1ieybSNDhCkaFprD84uTefyK1s6,'2702702702.7027'
85yVDuVKrc8q4cvMe8E1kMYQ3d7bTVNafARoqYekpPcY,88GcCcxoAFPWyA5ekfqFa8TyNbx1WE2yfpecFKScoRVT,'2702702702.7027'
68eTjT2nMqVQsMupxsUc6ZYmFzZmhdTvujVLzScZMRbx,FFPyhEhGwpXcJvM5SpBdBbsd7EJ7QZTq74LBgyKbnF5G,'2702702702.7027'
5yPGvUz6JWKjkViGwTCpygJii1rP2xv5yx146ULtBiYq,6AjGfwiE7zntumf5UKfT8fUbpdf9mXG8yAXpUooWLsqC,'2702702702.7027'
Hf4VtTqwzaEdDEmrRHV7t7gVTupyzbuMgvSwLz7XuLw3,3ZMe79TqquKm9Rej2ouszX9BeCRasCQRM9QARNfwc6oR,'2702702702.7027'
5hZSgqsCzyPyzWbr12b4gggeU6ZJJK79vaVt5dsVNUp1,CEiQLuvWZv5J6UsbT7AsTVvfKgW12VJWRBfrDr3BZhtV,'2702702702.7027'
3ixgSnG1W7UctznEzC6FW9A6rhphajjZPKDDr16YnCjt,FwhYsJbNTc2tih3PKPUuCg9VjwFufkC2XUA4da8qoFZz,'2702702702.7027'
367H2wbCV7zwefXJobFWTRJd8AJc96cpe8Ee2ZZfCxeT,7YQnsZrGXoZXk1oKwvJQWtyYrrqfR9sbrKxmY2JAQ43N,'2702702702.7027'
CkacR4jTP8PtMyiMdpwHUMgfvjsozUCW8urCA6UNvBjG,5MUFWR84zQew9JKqZ6W3qicrRUSGFqW3pGtdfrcsk5ZT,'2702702702.7027'
HGdKP7AE47NWePzoZp4xjKCdhZS7VtAwBm78h3i7CTVc,4msrEKeMSGnkZ2FY6JoATRscSYbSGmTjuhKm2xXNdGDw,'2702702702.7027'
C73xDYtenRkF7uweYPwN2MyrVTe5okYxkxpThwA6Md5Q,2gZuMBSHW3vZoX3QHKcavWRwk145GZ4EsGjTRJ5jgFDw,'2702702702.7027'
AKJDKGWy4yGhhvanBdtXZdY73SNChERi42KMcLBbNQQB,2KSTittoUjrKeuAAHFnepFL7HDbbePFzjEG4KCwwAGse,'2702702702.7027'
8mGVEmsNJvEfX9RMLtCqmg1TWA4XEFrHCaqR5hkC1oCA,FsvrcJvvDSMXheuDziKnEJbKGcBBK1J8kCRapqrsoSky,'2702702702.7027'
HVrxsihovH1gkZCCqLyX4SCiVsfmqz2nWhXBgwZBzwKJ,5X1zc4RE6gXQ7MkQXt5LdAhM7YwmxDKt3hZUnsSLF3cV,'2702702702.7027'
9syop7cD3jdwcPCyqWjmMqPQRgXWJsT7ZUxA63M8R5uZ,AkfGiWMtessTXftdgP7RDRxifNqGtEN3Bb9wWqMVP1HG,'2702702702.7027'
5QU47hiyPSVKe3BuVWfKXpAbvcsnXKw3xJCDbND5ghtW,BsXorpgTKnfqakkvUqWgUYizAfJKRg5w1vJWyU6sGxn6,'2702702702.7027'
8nGc9ySN26KADykxhmopLhfhn7ZZmZVkoMEaKeVk623K,EjDQCMdfPNGKqU456dH8KCis7PUyLXJPM1EWiziS83LU,'2702702702.7027'
DtgNkDaxjULVXJuchVFWRFrdBYhoEzqbaVwSTneJptj7,CS29KHgbCvp5G96DHKsvfsaXFcjhdwYmPYsjtKmNTT2r,'2702702702.7027'
u8vV5TYzgtvPigQj4q3TSgtJ4QyTvZDnzV6Ep1zwfET,HJUR5FipLhQYEW4xa4w3jpC6kEsmPT9ZsukootRAjTAk,'2702702702.7027'
3KTW43Ah5CFnVCcwTU6hCZ3i3yoDsUXYyFgLbkTvAMdF,fQMesR99nVJA5X2WNn1mUiMmYBGUgxVmcnEbUFpW2Tq,'2702702702.7027'
FVaUxyfSJESZMNeZNEm33AERaCpgruNegnede3cpuLMV,5gPSpihbnkAhjwpaUGHW5yZnu6AjUFYMozPeHrEA9FCf,'2702702702.7027'
9TxeKrMUGkv1ibu5xtwj5ZSXfXdy4z3xfKvyBwKbsB68,F5BfAMQSYk4QkbjoNEQt8tFX6gQR667DjY1uD8Ny7aVw,'2702702702.7027'
J6GKHm4sfpTPfViJDJsNtgGTSFvuJN7T2uTckMVxvMd6,9xPY8KkWsgsVBGBH955szCjX1V9WH6sL6cPUt59myNmC,'2702702702.7027'
7aiuQANbRu9kmUwhpBjNdy7nZH6g1L1bRhzJgLGdszPe,8Kdr5oJGkWuJZRivvibTYTuxcKuY6aAEam8x9Y5FgpcR,'2702702702.7027'
eKWANRnQh2xxGKT9EBRpbhSvPNSsDBxSwzFRpUxbmim,A3PDGjsktPvujCCKfspf1GatXtawXndM1LqEbc18DJE2,'2702702702.7027'
8TXbvPf8pWZy6UjEFnrqNswbrnCrbBpPbmajwaAkS7xa,3p9ERbFpuu9GdcTztUCBshVFvsXtfPy8jPUvFRjBtVE5,'2702702702.7027'
3CKJaABrhEUv5ELj3Nf464zuQnj8AJg8dtYXHWQY6N5Q,E41reY87Wycn6RTkkxKiu2Gzswgfmq3gY4PErhukwrx2,'2702702702.7027'
5QXmevk56D7TCUoSBMZDbFm5qrwaMCiQdS9q2GeE2T7n,3c5dCNmx7TAPRg8A8Jo2HZ9xFTFVQmUXUReRBMpg4csZ,'2702702702.7027'
EDbDjh7cBZNMmZeWQ7oQkD8Wphg8ZF6SrgfB21uTMF7g,5DFgMoroUVCE9QpVq7Txzvx7hpcp1S7diHteqWGBqyQY,'2702702702.7027'
GZg2vhCqKzgdjTszdijUvjMjrYt9z3BS8o1BK87D6ky3,JC7ndMdEfj1156dUHc8zjKwrCxbpV1wZVNMuRTVn2spX,'2702702702.7027'
8BmvYjUgr3kKH8EvRgPNJoNEY9HUWFLnxmY2zVLU8jZ3,7dQDACAd71VdC4xZCqvdX6Ni9xjbj3UdisHcM68JN5B9,'2702702702.7027'
GaWfkxoWv2dBcT71U53b5JwZKhzA26WzaEj5wtbHEpwv,Fu9d9qkYe6fahhwLwZGSTGHwxy3dxvnEZKEksyBWyHKT,'2702702702.7027'
9gLxihT6jQQBG3jsL7iW1JMrL78qN51tb1QzsFQNL3A6,9PGJiMbEnMJYYhrsKGLGdcDKBLp8AmG1zSRNekBidcB6,'2702702702.7027'
H81MfEEAJbhwm1My6RJES16pgobvna3N1rv6miWr75ZY,EEVwkMp64jb3dVb3Bo4MDekED1q5hAT4Rt14Ez6XnTo,'2702702702.7027'
FKSda7hL1SLdy7vTYZfXK2HLHrftqENHXFAuSnC5jUt9,BKcd1553qBfPScnNzCHsN7sRJPU9jepy44dpptAinyfm,'2702702702.7027'
14DNo6KfokXSGo7drxrxtPTeWB779rsNN42Y1FC9Ajjk,B5WQFDYx2ieorGjiGGCCszX81fpKY5axc3UM4EjFT6BR,'2702702702.7027'
D2ogSfmcMmWpgUSaA6ss7eBPfnrDhUUAP2bRwmgyVhCk,FtpT2sUXVP1rxLd8GaSiTQdLE4PJFp4vyTBonaCGJoVq,'2702702702.7027'
9ndeu4qTctfHuXezQQEoMSZGinMPPxp926N2krXYW1e8,AgocSFH2wJv3W5docLBHirQ4UCyotyk1FzMUi6zjBLuZ,'2702702702.7027'
H39ZiyAf9LjQwx4q7uYX6ToYdmHj9Y6unPwSayg5DuLZ,5xYHb69JppzDurPpjzW2VjtJVwW94c5nRLw8rH4rGpaF,'2702702702.7027'
4gu7p6CWmBbDBtfWNVLvZqJXNgS4m2wvtFB25UBTDRb4,Aey5paiXvi7g6do33zf2aaHH8qs7V3nqodKbXhLUBp6,'2702702702.7027'
DnuekknruigZ3MAhFvt5Bd5mE93iJ7an8Ht9JUwYqKKK,2YMB8eK75V5J9acNA2J3bdVrxyyfMsVBdNqmEaUAjwQ1,'2702702702.7027'
GrHrgRvEvuB4qCCfx6Cpm85cHuKX9gyFC9eUiGEC5jfv,HP4CpKnZpgctTM1XoZXBQnoXVnXX5b853pEAW8Fe4DEy,'2702702702.7027'
7p9QRm8k7N1eC2hasFdd7Ghi6spqdwTmtDwqcbysBXF3,9Ra9Mwybkm8kPZtwDCfkKDmsQMvpHht99X7tpzQjeUst,'2702702702.7027'
333hMpVN9QoJjxr8AUuznnz2mrMdoECcWMfQBsGVSL2j,4k4W3ct6eAoHYUWmrw39RkAzjYPBmPXHxTn7UX8UQnTw,'2702702702.7027'
6Ycm945H9N6hXzU6cyhH8BFZnatiVxtTt4fgs3nydxc8,A6UdwitoxkKTQe3wuKLjoQ2uFoFCH7uhc4JHgvCVTamW,'2702702702.7027'
2z3nNNfJDfHS9UTu5eHmqVEbVgzp3W8fdVACvaru8JvJ,HaQbKJ4iLv51uGXFWzStCQ7yh69ucALNZwhcGzHvV4nQ,'2702702702.7027'
4KdCxV98qkipCGfuUJvnKSR9gZDGh1t9zLKfaJu7caZs,AvaFhLr8xkzqewGrvhYecuUUnxT2qYvMHqUx84XQpgtS,'2702702702.7027'
CQF5sUsnbndWD1r8bwvAjk8F8jTvopjHhAMVne6QruSe,BFxL7ZQimmWVrxYkKsrF8pNGG1ckwm37h5QFuGjnbPxd,'2702702702.7027'
2PSPGKQefMXfTHMwEsTEvVp7DqRJH7dZRWJUbEpFz5do,BsdSMttZbb6tcA7tU4WsYsKCxGkjaCG8km8Mo7JHRE9S,'2702702702.7027'
EMnsJCgenBKpBRJQCp73ep52pmyjtjSBF1tneZpTgKUw,Byckup4ELt2d3EPYEwcH4pYQfyzrL1yqdmwzSwXrcc8C,'2702702702.7027'
ASJ1qxGFLUmzzgc6eUSecDzQCaZxJ2Ysr6R4ByyTXnwa,BNeRx185aXbns6pAjCjfwjPhtN7iqiwouNiPiXikx4px,'2702702702.7027'
FFNb8s4aXK2P2bS4Wb4XGUXLgjebuELkdFwWDyikBq6B,yayosrimaUY1KLn97R6SE1KLKPrvUUHNvwhXsr9xwSL,'2702702702.7027'
CFA7YVsbRTBSGc61octg9LRVrvSW4ySPSGt5iWvDz7gX,2b8Y5oUo26QeoGMZj9zc8ByRHuWxUg65R2zwJfvoHyTY,'2702702702.7027'
C9zPJb8JEeALJYuPwZR1iiD2y14WNrhVGJJ29xiqi6Ag,Huf2pPAY8v1zgieDAvotfuC9PiVVzhSpVMnawv7AdnK5,'2702702702.7027'
6C1ET3KBQe1xA3RCrU1DMHWUewDc8EfFzdzX7CWXk7v8,Fuv4UWkHy5HND2LAZVxQgFNkK9Borp8LyZsvUHBLHRoS,'2702702702.7027'
9pqwVvMNZ6Ceh4v8V98yi7MwC8vYwU1koEpEhoQWAPAg,7E1VRNPGVxcGYkzG6HrjuwY78gJ61vionEioKXExNYkX,'2702702702.7027'
CRtVPXJ9MNZ9zndjRCEeM26AscgTDyRbBhvm497d4rg,FPdHaC2hGuK6scCGQWkz3KReADBKN1kQSQDBPm1apq7z,'2702702702.7027'
6jmRV4o1dcu2d43yJhTdx2d2RyPME2LXSGww63qU1HMx,G8pKWakhCVovaeUCCqs6D8D5QGJZbZexwtVH3G4pm5xE,'2702702702.7027'
GvbEnTr9KeGL7FXEcPsztE4ycvNC3jAq6sLFcDfj4Wyj,43XMgKe5WCqoPPvYHcXeJBez6rN7mmtdfmQToXrEqyDx,'2702702702.7027'
FJBeCGiuWYuTFHkxq6TdWxhrz86zqdRNp28i9F4f96n2,GgR888t8xAxnSg6CmfPSBdVq7qnLZQi4u175o7iVAHjy,'2702702702.7027'
8daAXfmdw2Gkc5Cy82wTT1Hxg3G7acR2aos3LXQZuNju,3Cc4xx6WcLsW5oFrCQqYEWete6aDzs8SC7Xa5aS6roT5,'2702702702.7027'
H5EyvEtDZjeeaTTw7Yww5Wsz6Eimo1cV6pZE7d4mY1yG,3ebsHaV26mw2oxfs3yCZHmypXfRiPjR8dLzRXyuDVjmr,'2702702702.7027'
G2tEL2YxmeJgVEq84KCCXLAcj6SDDtx4L2MRdKdfVnuS,E7PPq9jQ1hSMcWizTLhr47wiqC96TqzGQwEHmmtNVQVH,'2702702702.7027'
AdPVzMDkwHg6fGmdtEA1cTxCuD6gBYgBQ4atvJnernd5,9fUHbedsEhxwmubEbc2xUVi1rVic73sWnZuipvit6Axf,'2702702702.7027'
3k9nhq37CzauZNk1yx48gvp7RzBPP2TqRBqmJiwpvW3k,5K4NKmfGb9PuWekSrJ5eLtgBepzaD7BHp4yAMNcYG8KW,'2702702702.7027'
HPTB3ekFLRHN1nYLqFLj6FKBhm3FxtugFjR8WSFCFFCP,5nojBFBzgXNQK8gcp52PQrCVqNNJTf7PdpMFLZwGPNBs,'2702702702.7027'
89d6obmahwGpvKGudgLkHSTswkM7Uto1XCb2Zw4kkQDg,AsWNReTYVNyXfx4FYw26RkoEsTEhho5wN49AkhSKENLj,'2702702702.7027'
5BJSzw5cJQP9QSZxFpwrabbgMr1EaTBzwGFj6miMqK1,CMqd3gu5upDR1g2zNNYKyYRFS8DSXLYFqT7ua4ZVt9VP,'2702702702.7027'
C1Wz8PvrMrKyw1WAbFToDSxCtv2AGCS9K7hNdLZ3kCAk,29UzBac5RnTaXo7PuPNupNkiiJk4nZFzyNHZTdARdYNS,'2702702702.7027'
JBpcGrWW4aqZ86TQKeoSV8oU31VvAVgrHG6aNx4E3adH,9WP2BA7JM5wE1dvtvp9m39JQxEatsTB7FWjHqyC9g7CC,'2702702702.7027'
JAkhjFKRGJSFEL73W31GY7G6kxQsZJZ2G3DzCg3Hf5kt,4zC6aFdzDBHzLa2ZNKJ2wGDNVY5BAqugYnB2aVra81x5,'2702702702.7027'
335XDPydLVirer8LYCKcMLLdbiJyQ43KxbvAuWDqhah1,FPkkuxPL9GYGB1CL3frRnn5ZvHe3undGiZniN1Nzmaox,'2702702702.7027'
H7h3XCgXrNe39PAVsLeVfFUyF9aR5VVnBrfjC9Kst8VT,7sWfTpsTacJo7HRVYLDcv7GjNzK94zrbQyyfMNDtT9Nh,'2702702702.7027'
5VV5Xdi5DedF1qjQmgBaaqEaqRZRgBJkbmD378qioMRa,3E6SvtRFJQtNGwPjDhNk2gF6bseqPJL6zbcrNy3MUjvy,'2702702702.7027'
BsgFVpmEBB3Ps39aNQJPXt5mndbEQ7aP3fLXNRL8BTxW,GVZLMKfU3A2Lb8uquRrV1Yf7WeLeHkEB8Qr45oKaMFQb,'2702702702.7027'
EfaedeX5aRiZbR3qusCezvtuwsNB2JmgBD7JQXjEzH6p,oDHz2SfK9Nnv3j3EbtJ2agPdq74kErnco5wk1fcFPxC,'2702702702.7027'
DSEi9XfGTKeFGkjcqkTKRcy8cP9fuWdvzfHVKPNgMqFn,DbDjyqEwLrixV7EWpp98bqrcmFxeiqPLmA8oJJVrKSgp,'2702702702.7027'
2nXBERQMihdEPWKC33ER2tEysyX5QCYSasTkuxHWqqxE,BjTEvzNbsB5GTycyqvYKuGErD3UnUKD4x8UULG8KhjFS,'2702702702.7027'
Fu7FtsdopUSk5PRScEoL7VyEHwymYMK1gcAdkDQvFLG1,426g2cidm9dDQ5ETkp9XaAPuc7MbTVyntEMg71R26jgQ,'2702702702.7027'
6U7oRwGVYqgzvKaUVFwCcZaMMwS9EakYQ4H44aN2ubgW,EYRxJisFoG3sSswCfZNA3mRDxV3WkBNxp5S6nGZFVGR5,'2702702702.7027'
6t3DdxMLyLQRbM9VNrpgvZbzKrZLcWg3x9WwgCvF78mr,yK5i7dZWN43zAsaNwWvjfAFWnYcsoLsRELGv8fAx71c,'2702702702.7027'
GeuFA2HLz4px3R4e8kzpSBRWDPiVvmb2qjq6R6w9bSsS,3M284eeGW3WsYPyW7sKwwuvTvB17KuSEPJNKcR9NfvAD,'2702702702.7027'
BKjrQHG2GnyLWMvEwSY3vBPJXfz2y2mgyZWLFGwrtDpF,8hV5gfkCQpHBT642bkUsABJyK6FRf3KNva1fuApagfT5,'2702702702.7027'
J6jkMC7Nh5U6WYiMmBLG9F4YoovfjQzTzYZLGZSfYiqe,BJfWSS1b1QmmsuEggozsQN3cFG13uY1fWNM3eLg3gCaD,'2702702702.7027'
2BuRP3fTTvZ2xXQsQsycXaoCRPyDxU17eoSQDzxRUw6g,6kwTHAbdJstHjySCLJzECJATHoEzhJ52f3Cft6rw1TWL,'2702702702.7027'
CmgYtL2ZWAtPqviQq8VqMw1kXy8WrsKyZVkoHpKwdqFF,32K9XG4uL7HBUZbYsQCwM3Fp4mQWSLcx5eHpTsfSMDFf,'2702702702.7027'
CVsszF2FH1m52ysryBqQ5oznDWn81uZcZxpsNEY4CJJH,GTBiCWcp4AJUAzFFv9m1dW1WYtdCwFsDYw9XcHkEU19g,'2702702702.7027'
Fjdq41DGNYdBYv829w69cLvJg7UF5f8iEq3KYm2WdvFz,7PZ6d6MWQt46xX2zDNPqcRfzgPKFbCnEULPRnHRiTm3Q,'2702702702.7027'
GY9vWAoJiLPhBVYxY7qAYsjyzzCumHy8sQ3FeVAfDcaw,7Pfj2rroXoVaNZ6oCzp9rfS3xjyf2NwWKwTPTubsQebS,'2702702702.7027'
4XaLErom3SxqyZMNccdUqeyaA6b3UEJkDg1bAg3E5a8m,DeSav8Jn3DsBe38i4nH7ZzS9Lq4aWZZF5yQYr2otJAsi,'2702702702.7027'
HDFnVLgZte98Jy2PeiKY1AtC3fk8fTdvrnXLABKynJee,FG1Ge9TReZuRtXtB1VkVTNF2rpBp3fWXDZYSmgXpuQA6,'2702702702.7027'
2qGv9TbrVEt1NpH5CqZ5yt3A6f5uroz4jC27KxXL6DER,BKQAmvcVCxJtZ84zF8J8Ba5c4iU7BQQ3Z2mRhLoNirNj,'2702702702.7027'
DioEXvL23yqRUF8QzgL1o5DdEZuFv9H2T4rGDmzRVc5e,HMGxxuNqoStZVVStJomh34iavG9HrrSknsKyNsZieRre,'2702702702.7027'
2UM7WucG5CrxYbXjvYXyy1umH2K1t2EMG6AmUmxpKeWG,4srHtZ1Rtfa5q4XAsT2NkbN5XsPaBwwgDJFmA4x2uH5L,'2702702702.7027'
CQxmegbiH5gmDtkzmDKk2u2CnXmaizNugP5vLw5m6v23,39jvzS11n3hJVxnkEJUFjnaDCxnW7EdvgFq6MYthrA7u,'2702702702.7027'
HctKfm5Q3R1J33ukk9HnoQe27mYLrLJ52kNUTFaxQHBW,CebiPqL4nnZJ7ah3Eue9oX4j7jZsTvixxcWaAirFkDwV,'2702702702.7027'
FydnpdRPUMWWqo17sxrYmkyQ6QYDJX5QaJEwFJYX2tAK,D4j52LMwCF1KHqASMdtYjZX8Ax4J9K1uzDCTajd1JE4a,'2702702702.7027'
AZexiw6X7ZBi4KEqEeDdMo8o25o5ZaX57qC9VFbVN78t,EHQhPx3GVRFPc8vbyCtfJRfEFyx1AiLv6PrMBx5hN96r,'2702702702.7027'
DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,E8HxiAiaf371DBTCauPBbQmQPVZ89pU5Fwj13pqRVs15,'2702702702.7027'
23Ct9z5dpDmyLFGzCy9YxQBK5VaPibN1hNnmSKojf6Qn,3eFffePtZYZw4KELZAdhyCttkF2HywRFh86SP94hRFsd,'2702702702.7027'
6fppTWRWwXjhAJ7r2UGV5oWyYPjRYLh7QVQ7hYXfZXWG,AyFUG9JmUaLARzczrUHRRsnDa9VVkPPFmegXunobbD6d,'2702702702.7027'
DePoVZXGW2DdeeLVhXtwSmRZgLyMLJsxAxE4B4bpZbLS,F8mZi3BMPRPG7bMB5uubUiAcJ1yK83AXr8QATTAHetzn,'2702702702.7027'
5kB7Y4T4iWREz9vQdjzcoAgCV6YjYUtJtQSiZa1R9iTM,4q7MZ5pnNRjsoLLdUdCZKQ17cWVrEanLLHbUCqUHf4oR,'2702702702.7027'
6dGryLPj21kUpM6ByGDc4pyCPz3EGfaT89F8JXwQ5RmF,28eAPmD5je8mbfb9KfKosn6UntprCzv3UsAAByXUpAXP,'2702702702.7027'
GgzqhUfbKraX4xdYuZDctpNV2HqtPpwSL4vyZr1QwcUL,mKW9WCmG7S2NhKJ4kaiSEzk2duMg51yjhPGDBiWfdRF,'2702702702.7027'
4MwtmWUgywVJ7fwtNzm4mSKyLDnkpkC51yda6KwhSyna,BMuZyujeVH7GD7BSZrQ7cAQQoPf6aDZ9QwVSTcfvRdQi,'2702702702.7027'
2DjjCMvme26Z9XrRx7xArr8q8bFj6uikABEMn69FAiVg,mD1KQeTrJukf4XapWPPpT4Jz5tyhFq7KkEuanChYTRZ,'2702702702.7027'
BqUGfMgejUJQg1iGP36yU8yEfKQZgrjpeAXg7evtefJQ,Bakx7zgrykHPHP9fVMUJSEKA6tJumcz5FdSXR9jmqrSN,'2702702702.7027'
SxA6oqnjDd148D5hLCQCjf3HNMRamAMYcoh9FYfJsQG,41pXroM731BAfHJEk68tAxbACf9sPpTkCBeCoABH9x3G,'2702702702.7027'
A1e5ABWvKnqugHEvWXhjFui9TCwBQxLWx74hJBxnhVXp,5TG8JBQRrszADfeYNrUQkM4yBtqXE7Rr33yifSfpuCKk,'2702702702.7027'
6GjQ7pA5DnZ3npqZFrrEeiLeGaLeLYaqumAgDtY8EcXK,FbRtvcBAnJ9mUvLxT1KyZsGuurva3vpGw3n4YwMCopPT,'2702702702.7027'
FfTyeiHXyz5aPHGmonnM8gGT5uKwQtUV6njWAFKDi9RW,F4LyfY9j98aUvFgrfzKpFHLfr5CqKdemk19PjnRsptSb,'2702702702.7027'
HR6bgErCj3Hg2GJ2STsNEFkFy9YLBG1skB5UgpMJnJL6,Gp4bu4MwUABEroDcoA48JsGzV6AJoSS9aSDkGzqEmq6f,'2702702702.7027'
47CVFpAH9nsd4EHQW9Ps9xLSLZhUuFJLL8syoeJQUB4y,6JjQdWePcgdSHZGUGvpHQSgQSRx5VS8Z381zpWhVP9YQ,'2702702702.7027'
GcvShjbUBgpgbkyxTnB7ogC8uYH3kH8mxm2NKFcUcB7q,H6yX2978157fLD5BQp1ujnEfx3hNsyJJrbhZcvqYJyEB,'2702702702.7027'
9HmDAJKjqpbB7NfDeYtTN4EgnZywhGJFZ3GfzZ7jjj9T,pAtXCyoCJ5Agen9vPLpQSRrsrimHmKAVf9NQtuF8g9U,'2702702702.7027'
9RmEnBNMikiXZYRSNg1YNqXVdwFnteHCf9HLHTQ89FQB,FJkQvHBL4cRgB8KeCSznDsHD4qZ1wdgzwJKF1oRndrzM,'2702702702.7027'
FDqoGoFDyHzUquSVehE8YjRojftxWPcX6og5dLiFRbmf,8p61BMvcmLZQ6iz7mhXuJviZRaLUnSoc1eeXrrb6yJjA,'2702702702.7027'
A1kVhxm9hYby8uSKxqNQnzsjEeZw6t6fBMUc3gD2ZAZZ,HvkTnv9iHvRLTBNjywTkBcJ88oqHgTDegLRfd68gLtfX,'2702702702.7027'
RYJoLao9nRzSPcQD4krQvkq47Uh29HazfHfMxyfW7YF,AkYGGpMiFGoUrmTqUYcexbkzfRnuzgPk1GxRFHnDauRW,'2702702702.7027'
41VVy59qTvVQyoophJMSnVM8xvZrUvJM8wA8Cz6BQ88U,3MLDRTmtVLrUUyxnrHmFpGVmoNZR4Ts3AimujXBvUpvM,'2702702702.7027'
